The Arkansas Headwaters Recreation Area (AHRA) is recognized as one of the nation's most popular locations for whitewater rafting and kayaking on the Arkansas River - the most commercially rafted river in the United States!|38.538008|-105.992694|Arkansas Headwaters Recreation Area|http://cpw.state.co.us/placestogo/Parks/ArkansasHeadwatersRecreationArea|
There’s something for every type of outdoors person - from the fishing enthusiast and boater to the naturalist - at Barr Lake State Park, a short drive northeast of the Denver a |39.9852617|-104.8205283|Barr Lake State Park|http://cpw.state.co.us/placestogo/parks/BarrLake|
Boyd Lake State Park is a water-sports haven for northern Colorado. The lake lies at the western-most edge of the plains at the foot of snow-capped Long's Peak and the mountains of the Continental Divide.|40.3977612|-105.0749801|Boyd Lake State Park|http://cpw.state.co.us/placestogo/parks/BoydLake|
Nature lovers and groups enjoy environmental diversity on several hiking trails ranging from mild to moderate.The trails range from .5 to 4 miles and can be combined for longer journeys.The winding Cherry Creek flowing along thecanyon floor provides wonderful rest stops.Pets,on a leash, are welcome on most trails, except the new East Canyon Preservation Area trail.|39.329615|-104.7384145|Castlewood Canyon State Park|http://cpw.state.co.us/placestogo/Parks/castlewoodcanyon|
Float your boat in the lake, bicycle or hike on a trail that provides scenic views of the neighboring foothills and Platte River valley, camp, ride a horse and even fly a model airplane - all at Chatfield State Park, nestled next to the foothills southwest of Denver.|39.5302337|-105.0545568|Chatfield State Recreation Area|http://cpw.state.co.us/placestogo/Parks/Chatfield|
Welcome to Denver’s natural and spacious backyard playground. There’s so much to see and enjoy. Summers are busy and action packed while off-peak times are quiet and laid back. Anchored around a 880 surface acre reservoir, the park offers a natural prairie environment of gentle, rolling hills and complete outdoor recreation facilities, including camping, picnicking and facilities for group events.|39.6399311|-104.8317506|Cherry Creek State Recreation Area|http://cpw.state.co.us/placestogo/Parks/cherrycreek|
With an amazing 2701 acres, you can explore nature’s diversity with prairie-to-peak ecosystems on <a href=\"/placestogo/parks/CheyenneMountain/Pages/Trails.aspx\" data-mce-href=\"/placestogo/parks/CheyenneMountain/Pages/Trails.aspx\">20 miles of hiking and biking trails</a>. The Limekiln Trailhead offers parking with quick access to the trail system with restroom facilities, picnic tables, and a playground for the kids. Continue up the road and find 41 day-use, handicap accessible, picnic areas each with its own table and grill. From here, there is easy trail access and views to astound you!|38.736348|-104.817914|Cheyenne Mountain State Park|http://cpw.state.co.us/placestogo/Parks/cheyennemountain|
Jet skiing, motor boating and water skiing are very popular action-oriented activities at peak times like summer weekends.The park is quiet and restful during the week and lower peak times.  A nice retreat for outdoor recreation, groups are welcome to gather and enjoy the group picnic facility.Crawford is great place to take a break and enjoy great recreation and stunning scenery.|38.6887386|-107.5938602|Crawford State Park|http://cpw.state.co.us/placestogo/Parks/crawford|
Eldorado Canyon is a hidden treasure right in Boulder's backyard! Whether it's hiking amidst the towering sandstone cliffs, picnicking along scenic South Boulder Creek or climbing Eldo's sheer golden walls, Eldorado Canyon State Park truly has something for everyone! Discover this hidden jewel and take home memories that will last a lifetime.|39.9337789|-105.3024017|Eldorado Canyon State Park|http://cpw.state.co.us/placestogo/Parks/eldoradocanyon|
Anglers and writers consistently tout Eleven Mile's large reservoir for its outstanding fishing. When not reeling in a rainbow, brown, cutthroat, kokanee or pike, there are nearly five miles of scenic hiking and biking trails that await exploration.|38.9797141|-105.3574943|Eleven Mile State Park|http://cpw.state.co.us/placestogo/Parks/ElevenMile|
